종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"100590","머큐리","KOSDAQ","중견기업부","3090","15","0.49","3085","3140","3065","0.0","101436825","48914771070","16.0"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","30900","-200","-0.64","30850","31150","30650","0.0","141400900","183137471100","6.0"
"072870","메가스터디","KOSDAQ","우량기업부","10990","40","0.37","11000","11010","10950","0.0","263427100","131011339410","12.0"
"215200","메가스터디교육","KOSDAQ GLOBAL","우량기업부","40700","-50","-0.12","41150","41450","40250","0.0","1212130450","421864291200","10.0"
"133750","메가엠디","KOSDAQ","중견기업부","1801","-8","-0.44","1809","1810","1799","0.0","41582255","42156145677","23.0"
"446540","메가터치","KOSDAQ","중견기업부","3635","15","0.41","3620","3725","3620","0.0","433830917","75502585000","21.0"
"235980","메드팩토","KOSDAQ","기술성장기업부","6910","230","3.44","6680","6960","6480","0.0","2456250905","236841086110","34.0"
"200580","메디쎄이","KONEX","일반기업부","11430","0","0.00","11500","11500","11000","0.0","5404850","42589082970","4.0"
"041920","메디아나","KOSDAQ","우량기업부","11300","1810","19.07","9970","12330","9930","4.0","43569056005","210159919900","19.0"
"233250","메디안디노스틱","KONEX","일반기업부","11490","0","0.00","11490","11490","11490","0.0","57450","20067675660","2.0"
"014100","메디앙스","KOSDAQ","중견기업부","1780","0","0.00","1788","1879","1780","0.0","45093488","21004000000","12.0"
"236340","메디젠휴먼케어","KONEX","일반기업부","1899","199","11.71","1900","1900","1700","0.0","56575","5724814653","3.0"
"054180","메디콕스","KOSDAQ","관리종목(소속부없음)","2295","0","0.00","0","0","0","0.0","0","12686716395","6.0"
"086900","메디톡스","KOSDAQ","우량기업부","119500","-2900","-2.37","123000","123000","118600","0.0","5308001400","872170391500","7.0"
"078160","메디포스트","KOSDAQ","벤처기업부","16620","190","1.16","16280","16860","15810","0.0","1899975895","651580501860","39.0"
"138040","메리츠금융지주","KOSPI",,"108200","-3400","-3.05","111000","114400","107300","0.0","44538873500","18958995838600","175.0"
"0088D0","메리츠제1호스팩","KOSDAQ","SPAC(소속부없음)","1997","-3","-0.15","2000","2000","1993","0.0","330998143","11572615000","6.0"
"408920","메쎄이상","KOSDAQ","벤처기업부","3235","15","0.47","3210","3245","3200","0.0","126593045","139856991925","43.0"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","241","-2","-0.82","244","245","239","0.0","71479238","51136442328","212.0"
"140410","메지온","KOSDAQ","중견기업부","102500","4500","4.59","97000","103600","93500","0.0","28982401200","3112301185000","30.0"
"241770","메카로","KOSDAQ","우량기업부","23700","-200","-0.84","24500","24550","23350","0.0","529683700","241565568000","10.0"
"090370","메타랩스","KOSPI",,"1670","-59","-3.41","1730","1800","1645","0.0","548890528","41590830630","25.0"
"059210","메타바이오메드","KOSDAQ","우량기업부","4940","-55","-1.10","5000","5030","4925","0.0","1107356843","138785846940","28.0"
"118000","메타케어","KOSPI",,"303","0","0.00","304","308","303","0.0","100575531","52048541292","172.0"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","1914","-16","-0.83","1938","1939","1900","0.0","68709855","30720714420","16.0"
"072770","멤레이비티","KOSDAQ","중견기업부","856","14","1.66","840","896","835","0.0","343710297","68631702888","80.0"
"017180","명문제약","KOSPI",,"1813","-16","-0.87","1838","1843","1795","0.0","107781721","61557612102","34.0"
"009900","명신산업","KOSPI",,"8930","-120","-1.33","9100","9130","8840","0.0","1162249385","468558287690","52.0"
"317450","명인제약","KOSPI",,"61900","300","0.49","62000","62400","60100","0.0","7252515350","903740000000","15.0"
"012690","모나리자","KOSPI",,"2150","-20","-0.92","2170","2170","2145","0.0","87033240","78628198250","37.0"
"005360","모나미","KOSPI",,"1952","-3","-0.15","1970","1975","1951","0.0","173480859","36887543264","19.0"
"070960","모나용평","KOSPI",,"3330","-70","-2.06","3375","3435","3295","0.0","359944440","160283998890","48.0"
"434480","모니터랩","KOSDAQ","기술성장기업부","4005","-60","-1.48","4065","4125","4000","0.0","128307562","49302751500","12.0"
"080420","모다이노칩","KOSDAQ","중견기업부","2190","-20","-0.90","2210","2230","2115","0.0","117315920","174590352180","80.0"
"417970","모델솔루션","KOSDAQ","중견기업부","25750","-1050","-3.92","26850","27300","25250","0.0","4554482425","164715025000","6.0"
"080160","모두투어","KOSDAQ","벤처기업부","10220","-130","-1.26","10420","10510","10120","0.0","1228642065","193158000000","19.0"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","1700","-24","-1.39","1724","1724","1692","0.0","254154815","55339863700","33.0"
"101330","모베이스","KOSDAQ","중견기업부","3220","-10","-0.31","3240","3250","3180","0.0","113583425","74533433380","23.0"
"012860","모베이스전자","KOSDAQ","우량기업부","1440","20","1.41","1422","1441","1421","0.0","421112192","105456178080","73.0"
"363260","모비데이즈","KOSDAQ","벤처기업부","1636","-4","-0.24","1640","1657","1614","0.0","157638581","52619926084","32.0"
"348030","모비릭스","KOSDAQ","중견기업부","3090","-90","-2.83","3255","3255","3040","0.0","35098145","29675742000","10.0"
"250060","모비스","KOSDAQ","기술성장기업부","4335","490","12.74","3935","4780","3890","7.0","30379104549","139462646190","32.0"
"288980","모아데이타","KOSDAQ","기술성장기업부","955","-44","-4.40","1030","1030","950","0.0","178457683","33001516710","35.0"
"142760","모아라이프플러스","KOSDAQ","기술성장기업부","1570","-130","-7.65","1655","1684","1570","1.0","965506646","61314029540","39.0"
"033200","모아텍","KOSDAQ","투자주의환기종목(소속부없음)","3510","160","4.78","3335","3555","3335","0.0","128126660","50302459350","14.0"
"333050","모코엠시스","KOSDAQ","벤처기업부","1290","-4","-0.31","1294","1294","1281","0.0","28930365","31751190540","25.0"
"009680","모토닉","KOSPI",,"10090","-10","-0.10","10200","10200","10060","0.0","274137975","283024500000","28.0"
"118990","모트렉스","KOSDAQ","우량기업부","9260","-140","-1.49","9500","9530","9160","1.0","5054696160","230222027400","25.0"
"463480","모티브링크","KOSDAQ","중견기업부","8370","400","5.02","7900","8500","7900","0.0","1127874800","103707296460","12.0"
"006920","모헨즈","KOSDAQ","중견기업부","3310","10","0.30","3280","3320","3240","0.0","415569847","36145200000","11.0"
"009580","무림P&P","KOSPI",,"2480","0","0.00","2480","2505","2455","0.0","440558341","154673443520","62.0"
"001810","무림SP","KOSDAQ","중견기업부","1498","-7","-0.47","1512","1512","1488","0.0","23862929","33161975000","22.0"
"009200","무림페이퍼","KOSPI",,"1972","-17","-0.85","1990","1993","1968","0.0","366209829","82053559320","42.0"
"322970","무진메디","KONEX","일반기업부","2005","65","3.35","1959","2020","1950","0.0","3680115","20154215890","10.0"
"033920","무학","KOSPI",,"9040","-90","-0.99","9040","9220","9000","0.0","793936460","257640000000","29.0"
"008420","문배철강","KOSPI",,"2080","-20","-0.95","2100","2105","2065","0.0","58410660","42647290400","21.0"
"279600","미디어젠","KOSDAQ","중견기업부","7210","180","2.56","7080","7220","7060","0.0","25914240","33777271010","5.0"
"095500","미래나노텍","KOSDAQ","우량기업부","10440","370","3.67","10130","10540","10130","0.0","2811493555","323744389560","31.0"
"254490","미래반도체","KOSDAQ","우량기업부","17370","210","1.22","17910","18180","17160","0.0","5656383955","250788060000","14.0"
"025560","미래산업","KOSPI",,"14090","-200","-1.40","14720","14750","13960","0.0","1025728980","63160594860","4.0"
"218150","미래생명자원","KOSDAQ","벤처기업부","3000","0","0.00","3000","3025","2980","0.0","105332495","61247406000","20.0"
"007120","미래아이앤지","KOSPI",,"963","9","0.94","954","975","936","0.0","80730626","27810099504","29.0"
"396690","미래에셋글로벌리츠","KOSPI",,"2620","-5","-0.19","2625","2625","2610","0.0","268854011","103767562800","40.0"
"357250","미래에셋맵스리츠","KOSPI",,"2630","0","0.00","2630","2640","2600","0.0","80029857","65737126150","25.0"
"100790","미래에셋벤처투자","KOSDAQ","우량기업부","13900","310","2.28","13590","14090","13080","3.0","40700619635","738432412600","53.0"
"0097F0","미래에셋비전스팩10호","KOSDAQ","SPAC(소속부없음)","1986","1","0.05","1985","1987","1983","0.0","324739692","12909000000","7.0"
"0099W0","미래에셋비전스팩11호","KOSDAQ","SPAC(소속부없음)","1986","0","0.00","1986","1996","1981","0.0","371874305","13902000000","7.0"
"448830","미래에셋비전스팩3호","KOSDAQ","SPAC(소속부없음)","3200","0","0.00","0","0","0","0.0","0","15744000000","5.0"
"477380","미래에셋비전스팩4호","KOSDAQ","SPAC(소속부없음)","2080","-5","-0.24","2080","2085","2080","0.0","16045465","16848000000","8.0"
"477470","미래에셋비전스팩5호","KOSDAQ","SPAC(소속부없음)","2140","5","0.23","2130","2140","2120","0.0","12418940","11727200000","5.0"
"478440","미래에셋비전스팩6호","KOSDAQ","SPAC(소속부없음)","2060","10","0.49","2045","2060","2045","0.0","9584122","14275800000","7.0"
"482680","미래에셋비전스팩7호","KOSDAQ","SPAC(소속부없음)","2025","10","0.50","2010","2030","2010","0.0","44743060","16635375000","8.0"
"0093G0","미래에셋비전스팩8호","KOSDAQ","SPAC(소속부없음)","1994","10","0.50","1986","1994","1984","0.0","234658598","12761600000","6.0"
"0096D0","미래에셋비전스팩9호","KOSDAQ","SPAC(소속부없음)","1992","-3","-0.15","1993","2030","1989","0.0","229182695","10956000000","6.0"
"085620","미래에셋생명","KOSPI",,"9380","10","0.11","9440","9590","9180","0.0","692323700","1660411852820","177.0"
"006800","미래에셋증권","KOSPI",,"25500","850","3.45","25050","25900","24700","5.0","115898487350","14460686217000","567.0"
"00680K","미래에셋증권2우B","KOSPI",,"11650","180","1.57","11560","11870","11340","1.0","10048580645","1592304315300","137.0"
"006805","미래에셋증권우","KOSPI",,"14300","-380","-2.59","14670","14750","13990","1.0","11028302065","201283225000","14.0"
"208890","미래엔에듀파트너","KONEX","일반기업부","1097","0","0.00","0","0","0","0.0","0","4394055440","4.0"
"049950","미래컴퍼니","KOSDAQ","우량기업부","17500","-490","-2.72","18140","18250","17340","0.0","1590963995","154312970000","9.0"
"207760","미스터블루","KOSDAQ","중견기업부","1386","-56","-3.88","1428","1545","1360","6.0","8490710822","115148579238","83.0"
"081660","미스토홀딩스","KOSPI",,"41350","300","0.73","41000","41750","40750","0.0","2772679150","2484962942650","60.0"
"002840","미원상사","KOSPI",,"148100","-2300","-1.53","150400","151800","146500","0.0","534523700","703475000000","5.0"
"268280","미원에스씨","KOSPI",,"136200","-1600","-1.16","137800","139100","136200","0.0","142160850","681000000000","5.0"
"107590","미원홀딩스","KOSPI",,"67200","-400","-0.59","67600","68500","67200","0.0","38486200","155904000000","2.0"
"134380","미원화학","KOSPI",,"95100","500","0.53","94700","96000","94700","0.0","110599500","209150386800","2.0"
"351020","미쥬","KONEX","일반기업부","8960","240","2.75","8470","8960","8470","0.0","220710","18592000000","2.0"
"003650","미창석유","KOSPI",,"127400","1300","1.03","126100","129800","125000","0.0","231312600","221634212800","2.0"
"059090","미코","KOSDAQ","중견기업부","14080","350","2.55","14230","14520","13910","0.0","4821499300","470508234240","33.0"
"201490","미투온","KOSDAQ","중견기업부","3800","40","1.06","3790","3845","3725","0.0","1442599414","123856478000","33.0"
"475460","미트박스","KOSDAQ","중견기업부","8780","80","0.92","8670","8930","8570","0.0","354659345","49282359500","6.0"
"452200","민테크","KOSDAQ","기술성장기업부","2500","120","5.04","2380","2500","2365","0.0","445201953","59318250000","24.0"
"206640","바디텍메드","KOSDAQ","우량기업부","13410","130","0.98","13160","13430","13160","0.0","576780210","314954769600","23.0"
"018700","바른손","KOSDAQ","중견기업부","905","-10","-1.09","925","925","886","0.0","32172844","31783380085","35.0"
"035620","바른손이앤에이","KOSDAQ","중견기업부","356","-17","-4.56","374","375","354","1.0","238724044","26500524300","74.0"
"354390","바스칸바이오제약","KONEX","일반기업부","4980","-20","-0.40","4990","4990","4975","0.0","3488915","34950870060","7.0"
"053030","바이넥스","KOSDAQ","중견기업부","15300","-200","-1.29","15500","15550","15180","0.0","3398901735","500068076400","33.0"
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","3460","-70","-1.98","3600","3600","3450","0.0","88429685","45515303520","13.0"
"377740","바이오노트","KOSPI",,"5500","-20","-0.36","5520","5630","5470","0.0","446667670","561308264000","102.0"
"064550","바이오니아","KOSDAQ","벤처기업부","12940","250","1.97","12710","12980","12680","0.0","1505511930","333985165540","26.0"
"314930","바이오다인","KOSDAQ","기술성장기업부","13320","-190","-1.41","13580","13600","13210","0.0","1790025555","396457851960","30.0"
"489460","바이오비쥬","KOSDAQ","벤처기업부","13570","-60","-0.44","13730","13740","13400","0.0","2064206485","204152915100","15.0"
"086820","바이오솔루션","KOSDAQ","기술성장기업부","8400","-10","-0.12","8350","8630","8120","0.0","918555695","204054916800","24.0"
"038460","바이오스마트","KOSDAQ","우량기업부","3860","-95","-2.40","3960","3965","3815","1.0","3496641375","100994730680","26.0"
"251120","바이오에프디엔씨","KOSDAQ","기술성장기업부","16000","100","0.63","16100","16230","15850","0.0","405320510","139131200000","9.0"
"199730","바이오인프라","KOSDAQ","벤처기업부","4835","-35","-0.72","4865","4960","4785","0.0","28663534","23519214445","5.0"
"266470","바이오인프라생명과학","KONEX","일반기업부","273","-1","-0.36","279","279","238","0.0","44368","7607423187","28.0"
"289170","바이오텐","KONEX","일반기업부","2975","-520","-14.88","3830","3830","2975","0.0","670330","10640649775","4.0"
"086040","바이오톡스텍","KOSDAQ","벤처기업부","2785","-75","-2.62","2865","2875","2770","0.0","71277210","44443717895","16.0"
"188040","바이오포트","KOSDAQ","벤처기업부","8140","-40","-0.49","8070","8320","8000","0.0","279697090","38089567120","5.0"
"199290","바이오프로테크","KONEX","일반기업부","490","63","14.75","490","490","490","0.0","490","7999344080","16.0"
"099430","바이오플러스","KOSDAQ","우량기업부","5120","0","0.00","5120","5190","5050","0.0","2481893415","315600496640","62.0"
"032980","바이온","KOSDAQ","관리종목(소속부없음)","604","0","0.00","0","0","0","0.0","0","18354952980","30.0"
